FRC,ITEM,DESCRIPTION,JAN,FEB,MAR,APR,MAY,JUN,JUL,AUG,SEP,OCT,NOV,DEC
DTC,83448319,"BDYPLW,1476,EMRSN,SYMPHNY     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448356,"PAD,#1344,COVINGTON,NURTURE   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448414,"BDYPLW,1648,CNCRD,SYMPHNY     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448415,"PAD,1649,MARTINA,SYMPHNY      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448419,"BDYPLW,1649,MARTINA,SYMPHNY   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448442,"BDYPLW,1623,STEEL,SRRIDE      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448449,"BDYPLW,1624,HTCHNSN,TRMPH     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448462,"PAD,1120,MEDFORD,BGKD         ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448466,"PAD,1619,CTYSCPS,EMBRACE      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448467,"CNPY,1619,CTYSCPS,EMBRACE     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448468,"HDPL,1619,CTYSCPS,EMBRACE     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448473,"BDYPLW,1476,EMRSN,SYMPHONY    ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448491,"BDYPLW,1658,ISABELLA,TRMPH    ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448493,"PAD,1659,ADRIANNE,SYMPHNY     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448494,"HDRST,1659,ADRIANNE,SYMPHNY   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448495,"BDYPLW,1659,ADRIANNE,SYMPHNY  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448502,"BDYPLW,1597,TATUM,SRRD        ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448530,"PAD,1652,FINWAY,SYMPHNY       ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448532,"BDYPLW,1652,FINWAY,SYMPHNY    ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448547,"PAD,1644,ALXNDA,SYMPHNY       ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448551,"PAD,1647,CMBRDG,SYMPHNY       ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448562,"PAD,1576,EVNGLNE,EMBRACE      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448563,"PAD,1575,ASHTN,EMBRACE        ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448581,"BDYPLLW,1694,RLLY,TRMPH       ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448892,"PAD,1691,CHELSEA,MSTR         ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448893,"HCVR,1691,CHELSEA,MSTR        ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448905,"PAD,1485,YOSHI,RIGHTFIT       ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448909,"PAD,1542,HOLLYHOCK,RIGHTFIT   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448915,"PAD,#1416,ZOOFRIENDS,DISCOVERY",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448955,"HDPLW,198,FS,SURERIDE         ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448958,"BDYPLW,198,FS,SURERIDE        ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,83448999,"PAD,#1372,ZOOFRIENDS,EXER     ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,84500276,"ASY.HEADREST,SYMPHONY,PLATINUM",0,0,0,0,0,0,0,0,0,0,0,0
DTC,84503207,"ASY,HEADREST,SYMPH 65         ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,84503210,"ASY,HEADREST,E3,SYMPHONY 65   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,84504098,"ASSY,TETHR ANCHOR BRKT        ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,84504220,SPARE PARTS KIT               ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,84506792,"ASY,EXX,CPHLDR W/LIP,PQ,BLK   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,84602234,"ASSY,GEN,SHLD/CRTCH,BLCK,HRNSS",0,0,0,0,0,0,0,0,0,0,0,0
DTC,84602247,"ASSY,MAJESTIC,HARNESS,BLACK   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,84602282,"ASSY,5PT HARNESS,BLCK,MAJESTIC",0,0,0,0,0,0,0,0,0,0,0,0
DTC,91000006,"REPAIR KIT,SURERIDE CFA,CAN   ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,91000045,"REPAIR,012/014,CRIB,7/10      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,91000397,"REPAIR,DISC 5,BASE ATTCH KIT  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,91001300,"REPAIR,SYMPHONY BUCKLE,QT KIT ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,91001301,"REPAIR,CHASE329 HRNSS,QT KIT  ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,91001302,"REPAIR,M4E BUCKLE,QT KIT      ",0,0,0,0,0,0,0,0,0,0,0,0
DTC,E0000033-01     ,ADVANCED PLUS SEALING DISC    ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,E0000394-01     ,PUMP UNIT                     ,0,0,0,0,0,0,0,0,0,0,0,0
DTC,E0000613-01     ,XSMALL 21.Omm FLANGE;NOPCKGING,0,0,0,0,0,0,0,0,0,0,0,0
FAW,8411437,EV INFANT CARRIER CREAMSICLE  ,5.27,5.27,111.77,125.35,143.71,127.74,166.54,159.68,143.71,169.9,156.48,258.2
FAW,8511526,ACTIVE CARRIER LOOPSY         ,243.84,216.35,0.45,0.45,0.45,1.21,3.02,0,0,0,0,0
FAW,8511559,ACTIVE CARRIER CAROLINA       ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,8611284,EVNFLO NATURAL FIT CAR BOULDER,6.52,9.78,0.84,0.84,2.41,1.45,2.41,2.41,2.41,2.17,2.41,1.57
FAW,8611523,NATURAL CARRIER KHAKI ORANGE  ,39.84,48.38,99.6,42.69,42.69,54.07,63.55,63.55,52.17,60.71,60.71,108.14
FAW,8911215,EVENFLO BREATH CARRIER KOI    ,25.07,25.07,220.03,48.04,65.45,126.03,87.73,127.42,121.15,132.99,165.02,210.97
FAW,8911234,EVENFLO BREATH CARR MARIANNA  ,5.94,5.94,390.5,359.32,267.75,259.84,318.73,446.42,348.43,395.94,527.59,439.49
FAW,8911254,BREATH CARRIER GREY CHEVRON   ,10.46,10.46,1229.04,177.82,321.64,871.66,871.66,1155.82,1292.67,1394.66,1307.49,2420.6
FAW,8912179,BREATHABLE CARRIER GRAY MIST  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,1050310,TOP OF STAIR X-TALL GATE .COM ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,1050500,TOP OF STAIR EXTRA TALL BOX   ,1275,878,466,120,202,330,333,350,250,413,250,443
FAW,10513,TOP OF STAIR PLUS NO CUT OUT  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,1051600,TOP OF STAIRS FARMHOUSE       ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,1051610,TOP OF STAIRS FARMHOUSE       ,156.48,134.67,433.41,446.69,466.6,446.69,766.29,1044.16,1043.22,569.03,1474.73,948.38
FAW,10AT2G-MID4U    ,GB Evoq Travel System - Midnig,0,0,0,0,0,0,0,0,0,0,0,0
FAW,10EA1Y-BLKU     ,Urbini Omni Plus TS Black     ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,10EA1Y-REDU     ,Urbini Omni Plus TS Red       ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,10EA2Y-PMLU     ,OMNI PLUS TS SONTI RSPBRRY FZZ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,10EA3Y-ALGU     ,OMNI PLUS TS ALLOY GRAY       ,1300,650,646,650,650,604,0,0,0,0,0,200
FAW,10EA3Y-CRDU     ,OMNI PLUS TS CLASSIC RED      ,193.5,187,195.5,195,184.5,0,0,0,0,0,0,100
FAW,10EA3Y-FJBU     ,OMNI PLUS TS FJORD BLUE       ,174,168,176,175,166,0,0,0,0,0,0,450
FAW,10EB1Y-FOGU     ,Urbini Reversi Stroller;Fog   ,650,650,215,130,0,0,0,0,0,0,0,0
FAW,10EB2Y-BWMU     ,REVERSI STROLLER BLUEBRRY FIZZ,107.5,93.5,699,0,0,0,0,0,0,0,155,77.5
FAW,10EB2Y-PMLU     ,REVERSI STROLLER PINKBRRY FIZZ,200,200,1050,0,0,0,0,0,0,0,0,290.5
FAW,10EC1Y-FOGU     ,Urbini Swiftli Stroller;Fog   ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,10EC1Y-VIAU     ,Urbini Swiftli Stroller;Viola ,156.5,136,0,0,0,0,0,0,0,0,0,0
FAW,10EG1Y-PKKU     ,Urbini Turni TS Pink          ,156.5,136,120,120,0,0,0,0,0,0,0,0
FAW,10EG1Y-TLKU     ,Urbini Turni TravelSystem Teal,0,0,0,0,0,0,0,0,0,0,0,0
FAW,10EG2Y-CLOU     ,TURNI TS SONTI CLOVER         ,2,0,260,0,0,0,0,0,0,0,0,0
FAW,10EG2Y-FRTU     ,TURNI TS SONTI FROSTED TULIP  ,1000,450,575,0,0,0,0,0,0,0,0,0
FAW,12112125,LOFT PRTBL BASSINET CHVRN MLNG,37.66,37.66,401.97,124.36,192.67,236.45,218.94,213.68,119.1,236.45,266.23,393.21
FAW,12122125,LYRIC MUSICAL BNCER CHVRN MLNG,35.66,35.66,410.03,262.72,273.98,0,0,0,938.29,93.83,187.66,235.51
FAW,12132125,PILLO PRTBL NAPPER CHVRON MLNG,2.35,2.35,9.41,9.41,15.68,15.68,18.43,17.64,18.82,16.47,16.47,16.47
FAW,13812254,PIVOT XPAND STROLLER PERCHERON,20.55,0.82,0,0,0,0,0,50.14,84.66,142.2,195.62,144.66
FAW,13812255,PIVOT XPAND STROLLER STALLION ,60.87,60.87,0,0,0,0,0,42.61,70.77,140.01,180.34,136.97
FAW,15311935,CAMBRIDGE STRLR LD329 SKY BLUE,43.33,43.33,1.08,0.54,0,0,0,0,0,0,0,0
FAW,15BD2Y-PKKU     ,URB NESTI PLYRD PINK          ,0,0,0,835,0,0,0,0,0,0,0,0
FAW,15BD2Y-TLKU     ,URB NESTI PLYRD TEAL          ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,1602100,EXPANSION SWING WIDE GATE .COM,51.07,51.07,2729.28,1163.04,2479.29,3494.48,2835.91,2986.44,8064.19,1792.04,1792.04,2777.67
FAW,1603200,EXPANSION WALK THRU FARMHOUSE ,97.4,97.4,480.2,358.45,750.01,1266.25,876.63,1159.1,1168.85,1402.61,1587.68,1558.46
FAW,17211856,VCTRY JOG STRL TUCSON         ,0,0,26,3,8,8,0,0,0,0,0,0
FAW,17211891,VCTRY JOG STRLR; STORM        ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,17411935,CHARLESTON JGGR P5016 SKY BLUE,25,24,9,0,0,0,0,0,0,0,0,0
FAW,17612030,PRLLL TNDM STRLLR GLENBARR GRY,5,4.5,0,0,0,0,0,0,0,0,0,0
FAW,17832030,MINNO TWIN STRLLR GLENBARR GRY,12.93,12.12,600.21,136.52,242.35,323.13,442.69,390.98,403.91,403.1,440.26,347.36
FAW,17922030,MINNO LGHTWT STRLLR GLNBRR GRY,53.5,48.5,38,24,25,0,0,0,0,0,0,0
FAW,17922138,MINNO LTWT STRLLR MCHCCINO BWN,25.06,25.06,1.04,2.61,2.61,13.05,10.44,9.4,5.74,10.44,10.44,10.44
FAW,17922139,MINNO LTWT STROLLER REALLY RED,0,0,0,0,0,0,0,0,0,0,0,0
FAW,17922140,MINNO LTWT STRLLR SEASHORE BLU,12.98,10.93,2.73,0,0,0,0,0,0,0,0,0
FAW,19142265,AERO ULTRA LGHTWGHT STRL DOVE ,22.76,22.76,0,0,0,0,0,37.93,50.83,91.03,106.21,100.14
FAW,19142276,AERO ULTRA LGHTWGHT STRL LARK ,32,32,0,0,0,0,0,64,79.2,108.8,140.8,178.4
FAW,19152276,AERO ULTRALGHTWGHTDBLSTRL LARK,8.59,8.59,0,0,0,0,0,9.41,0,0,13.06,23.53
FAW,19152282,AERO ULTRALGTWGTDBLSTRL OSPREY,4.24,4.24,0,0,0,0,0,8.24,0,0,13.18,11.41
FAW,19312206A       ,UMBRELLA STROLLER DIGITAL CAMO,0,0,0,0,0,0,0,0,0,0,0,0
FAW,19312207A       ,UMBRELLA STROLLER CARMINE     ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,19312208A       ,UMBRELLA STROLLER HARBOR BLUE ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,19312209A       ,UMBRELLA STROLLER TRUE RED    ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,19312210A       ,UMBRELLA STROLLER DOTTED FLORL,0,0,0,0,0,0,0,0,0,0,0,0
FAW,19612211A       ,UMBRELLA STROLLER GREY LN TRI ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,19612212A       ,UMBRELLA STRLR TL LNEAR TRNGLS,0,0,0,0,0,0,0,0,0,0,0,0
FAW,19612213A       ,UMBRELLA STROLLER WFFLE FLORAL,0,0,0,0,0,0,0,0,0,0,0,0
FAW,19812209A       ,DOUBLE UMBRELLA STRLLR TRUE RD,0,0,0,0,0,0,0,0,0,0,0,0
FAW,19812214A       ,DOUBLE UMBRELLA STROLLER RTARY,0,0,0,0,0,0,0,0,0,0,0,0
FAW,2023916,POSITIN & LOCK GATE TAN .COM  ,287.9,287.9,22683.38,13784.51,15354.9,4362.19,4100.46,14831.44,8675.52,12386,7389.55,6501.4
FAW,2023917,POSITION & LOCK GATE STAINED  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,2025914,EVENFLO POSITION&LOCK BLUE.COM,34333,24000,645,673,605,300,444,324,202,215,222,202
FAW,2025915,EVENFLO POSITION&LOCK PINK.COM,27,27,150,100,2600,1000,400,600,315,439,350,370
FAW,2026900,POSITION AND LOCK FARMHOUSE   ,17.81,17.81,1461.95,3116.22,8903.48,8903.48,9793.82,9535.62,5539.74,5342.09,5489.88,4797.19
FAW,23011812,PLAYSPACE 2PC EXT CREAM       ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,23011813,PLAY SPACE 6PC CREAM          ,1.17,1.04,148.24,17.49,46.65,55.72,55.72,55.72,55.72,38.87,25.92,25.92
FAW,23011813A       ,EV VERS PLAYSPACE .COM CREAM  ,35,31,0,0,700,1400,1900,0,0,0,753,900
FAW,23011968,EV VERS PLAYSPACE 2PC EXT TEAL,0,0,0,0,0,0,0,0,0,0,0,0
FAW,23011969,EV VERS PLAYSPACE 2PC EXT ESPR,0,0,0,0,0,0,0,0,0,0,0,0
FAW,23011970,EV VERS PLAYSPACE .COM TEAL   ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,23011970A       ,EV VERS PLAYSPACE .COM TEAL   ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,23011971,EV VERS PLAYSPACE .COM ESPRESO,0,0,0,0,0,0,0,0,0,0,0,0
FAW,23011971A       ,EV VERS PLAYSPACE .COM ESPRESO,0,0,0,0,0,0,0,0,0,0,0,0
FAW,23012148,PLAY SPACE COOL GRAY          ,34.58,30.62,0,1320.77,3951.46,3589.9,3457.53,3951.46,3753.89,6686.86,5433.25,4653.83
FAW,23012154,PLAY SPACE 2PNL EXT CL GY 423C,1.63,1.63,0,0,0,0,22.87,39.85,37.24,39.85,39.85,38.87
FAW,23012156,PLAY SPACE MULT COLOR         ,0.96,0,118.65,477.51,681.05,964.67,1221.27,2261.18,1832.86,1285.9,1285.9,1285.9
FAW,23012157,PLAY SPACE 2PNL EXT. MULTI COL,1.45,1.45,23.27,1.45,2.91,23.27,11.63,18.61,20.36,26.18,29.08,26.18
FAW,24HF1Y-TEAU     ,URBINI PRESTI TEAL            ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,24HF2Y-DGYU     ,URBINI PRESTI DARK GRAY       ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,24HG1Y-GRYU     ,URBINI ASENTI GRAY            ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,24HG1Y-REDU     ,URBINI ASENTI RED             ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,25311215,SYMMETRY HC KOI               ,0,0,1.5,0,0,0,0,0,0,0,0,0
FAW,25311234,SYMMETRY HC MARIANNA          ,0,0,13.2,13.2,16.72,15.84,15.84,16.72,14.96,16.72,15.84,15.84
FAW,25311434,SYMMETRY HC TAYLOR            ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,25311778,SYMMETRY HIGH CHAIR LOGAN     ,23,23,8,8,10,10,0,0,0,0,0,5
FAW,25311874,SYMTRY HC HAYDEN DOT          ,1.19,1.19,0,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79,0.79
FAW,25311881,SYMMETRY HC DAPHNE            ,1.83,1.83,50.46,13.76,25.69,24.77,27.52,30.27,37.61,30.27,27.52,24.77
FAW,25311894,SYMMETRY HC SPEARMINT SPREE   ,3.33,4.67,6.67,25.33,31.33,31.33,33.33,33.33,32,33.33,33.33,30
FAW,25311894A       ,SYMMETRY HC SPEARMINT SPREE   ,37,45,0,0,450,0,0,0,0,0,450,0
FAW,25311935,CLIFTON HC Y8030 SKY BLUE     ,18.5,22.5,0,0,0,0,0,0,0,0,0,0
FAW,25312029,CLIFTON HIGHCHAIR SMOKE GRAY  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,25HA3G-STE5U    ,GBASANA35DLXCARSEATSTERLING   ,10.5,9,30,20,2.5,0,0,0,0,0,0,0
FAW,25HA3G-TLT2U    ,GB Asana35 DLX infant car seat,0,0,0,0,0,0,0,0,0,0,0,0
FAW,28111259,CONVERTIBL 3IN1 HC DOTTIE LIME,17.85,17.85,2200.99,550.99,724.14,1547.06,1277.52,1018.09,654.53,714.03,595.02,1151.97
FAW,28111259A       ,CONVERTIBL 3IN1 HC DOTTIE LIME,25,67,0,0,0,0,0,3700,1430,0,0,0
FAW,28111271,CONVERTIBL 3IN1 HC DOTTIE ROSE,23.74,23.74,616.03,98.91,217.61,633.04,320.08,320.08,237.39,237.39,472.41,464.5
FAW,28111271A       ,CONVERTIBL 3IN1 HC DOTTIE ROSE,8,8,8,8,8,0,0,3000,480,0,0,0
FAW,28112307,4IN1 EAT/GROW CNVRTBL HC PRISM,4,4,4,4,4,0,0,0,0,0,0,0
FAW,28112315,4IN1 EAT/GR CNVRTBL HC POPSTAR,85,82,86,85.5,81,85,0,0,0,0,0,0
FAW,28112316,4IN1 EAT/GROW CNVRTBL HC POPPY,75,72.5,76,75.5,71.5,75,0,0,0,0,0,0
FAW,28HD1Y-BLKU     ,Urbini Sonti RF ICS Base      ,4,4,0,0,0,0,0,0,0,0,0,0
FAW,28HD1Y-BLKUW    ,SONTI INFANT CAR SEAT BASE BLK,0,0,0,0,0,0,0,0,0,0,0,0
FAW,29311214,MODERN 200 KTCHN HC BLACK/GREY,0,0,0,0,0,0,0,0,0,0,0,0
FAW,29411814,QUATORE 4IN1 HC DEEP LAKE     ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30412310,GOLD SECUREMAX ONYX           ,4,4,0,0,0,0,0,0,0,0,0,0
FAW,30412311,GOLD SECUREMAX MOONSTONE      ,4,4,0,0,0,0,0,0,0,0,0,0
FAW,30412312,GOLD SECUREMAX SAPPHIRE       ,8.5,8.5,9,8.5,8.5,0,0,0,0,0,0,0
FAW,30511793,PLATINUM LITEMAX 35 MOONLITE  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30511871,PLATINUM LITEMAX 35 AURORA    ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30511931,PLAT LTMX 35 MOON SHADOWS     ,6.03,6.03,6.03,6.03,6.03,0,0,0,25.47,26.81,26.81,26.14
FAW,30511932,PLAT LTMX 35 SADIE SPRING     ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30511966,SAFEMAX ICS NOELLE            ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30511978,SAFEMAX ICS NICO              ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30512004,PROSERIES LTMX PORTLAND TWEED ,56.5,49,21.5,5.5,2.5,7.5,0,0,0,0,0,0
FAW,30512027,PROSERIES LITEMAX ROSLYN      ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30512028,PROSERIES LITEMAX EUGENE TWEED,92.35,89.22,93.39,92.87,88.17,0,0,0,0,0,0,0
FAW,30512041,LITEMAX AZALEA                ,0.74,0,71.4,319.8,223.12,223.12,275.18,247.66,59.5,334.68,111.56,0
FAW,30512042,LITEMAX RIVER STONE           ,4.25,4.25,248.83,56.05,96.81,135.88,248.83,186.83,208.06,196.17,311.67,127.39
FAW,30512061,LITEMAX BAMBOO LEAF           ,11.65,6.17,131.54,30.83,61.66,95.91,126.06,95.91,102.77,85.64,0,0
FAW,30512160,LITEMAX MOONTREE              ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30512171,ADV LITEMAX RAVEN JET SNSRSF  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30512289,LITEMAX DLX MALLARD           ,17,14.5,15.5,16.5,16,15.5,0,0,0,0,0,30
FAW,30512290,LITEMAX DLX METEORITE         ,25,24.5,25.5,25,24,25,0,0,0,0,0,40
FAW,30611730,CHASE LX JASMIN               ,1284.1,918.13,1375.82,588.85,779.63,953.9,733.77,639.3,568.67,0,0,0
FAW,30611847,CHASE LX JUBILEE              ,863.39,3622.77,3194.53,949.73,1046.43,1282.99,1230.33,1295.08,1985.79,911.74,2465.83,1802.75
FAW,30611870,CHASE LX JAMESON              ,856.54,3594.03,3349.92,2788.03,2612.44,3468.97,803.43,1920.36,2312.65,1665.96,2997.88,1911.79
FAW,30612094,CHASE LX JAYDEN               ,28111,15000,0,0,0,0,130,500,911,400,1222,1950
FAW,30612160,CHASE LX MOONTREE             ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30621383,CHASE LX TONAL HEARTS         ,47.61,47.61,3712.72,399.93,466.59,380.89,761.78,687.51,571.33,233.29,476.11,460.88
FAW,30621632,CHASE LX BERRY DOT            ,28.18,28.18,1431.79,0,22.55,22.55,22.55,0,0,28.18,28.18,28.18
FAW,30621633,CHASE LX TWIST                ,1.5,1.5,121,75,75,0,0,0,0,0,0,0
FAW,30811707,SECURE KID LX RAVEN           ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,30821229,SECUREKID 300 KOHL            ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31011703,MAESTRO THUNDER               ,17.42,25.67,3667.6,2189.56,2567.32,3392.53,4537.74,2182.22,2495.8,0,0,0
FAW,31021433,MAESTRO WESLEY                ,54.33,26.76,3243.82,454.13,810.96,1064.78,2316.9,3135.15,2423.95,567.67,0,0
FAW,31021434,MAESTRO TAYLOR                ,462.33,368.94,739.73,576.99,1017.13,1017.13,1229.8,995.86,1571.92,0,1165.07,988.46
FAW,31311984,PROCOMFORT RIGHTFIT GRIFFIN   ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31311985,PROCOMFORT RIGHTFIT ELLIOT    ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31312082,RIGHT FIT KRYPTON             ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31321724,RIGHTFIT CARBON               ,0,0,63.97,65.69,33.71,8.64,0,0,0,0,0,0
FAW,31331485,RIGHTFIT YOSHI                ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31331500,RIGHTFIT CAPRI                ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31331542,RIGHTFIT HOLLYHOCK            ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31411373,BIG KID LX MAUI               ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31411396,BIG KID LX TUXEDO             ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31411645,AMP LX HIGHBACK BRIT          ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31511898,PROCMFT EMB LX SHADOW         ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31521561,EMBRACE LX RALEIGH            ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31911120,AMP HIGHBACK MEDFORD          ,1203,1175,18,0,0,0,0,0,0,0,0,0
FAW,31911187,AMP HIGH BACK PINK ANGLES     ,0,673.79,4440.07,1190.12,1007.03,1464.76,1781.52,2519.39,0,0,0,0
FAW,31911204,AMP HIGH BACK BLUE ANGLES     ,110.89,110.89,5186.72,2325.08,4194.98,3308.77,4829.01,7154.09,0,0,0,0
FAW,31911431,BIG KID AMP SPROCKET          ,7.51,2.5,4633.4,2085.24,3336.38,3850.18,3519.88,1334.55,3169.56,3261.31,3751.76,3252.97
FAW,31911432,BK AMP CARRISSA               ,0,6.63,4643.78,4833.32,5212.4,3601.3,3327.41,4501.62,3790.84,0,1716.3,2376.86
FAW,31911670,BIG KID SPORT GRAND PRIX      ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31911678,BIG KID NAPERVILLE            ,353.88,353.88,4833.16,4688.95,530.82,1327.06,1946.36,1769.42,1990.59,0,1061.65,480.4
FAW,31911717,BIG KID HIGH BACK PHOEBE      ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,31911718,BIG KID HIGH BACK DENVER      ,0,0.96,3430.42,2008.89,2295.88,4783.08,5739.69,3443.81,3539.48,1339.26,3826.46,3252.49
FAW,31911745,BIG KID AMP HIGHBACK HEATWAVE ,17.5,17.5,122.5,147.5,277,0,0,0,0,0,0,0
FAW,31912230,BIG KID LX STATIC BLACK       ,33.22,33.22,124.57,595.43,837.92,871.97,1314.59,2276.25,4650.49,1660.89,2952.23,3487.86
FAW,32121400,EMBRACE BASE                  ,1193.51,1193.51,0,0,159.13,159.13,159.13,159.13,0,0,0,0
FAW,32131400,EMBRACE BLACK BASE            ,200,0,250,0,147,75,100,138,130,175,0,73
FAW,34011243,AMP PERFORMANCE NO BACK RED   ,1.89,1.89,453.48,41.66,378.68,568.03,549.09,420.34,1261.97,435.49,568.03,420.34
FAW,34011244,AMP PERFORMANCE NO BACK PINK  ,318.84,318.84,130.37,19.84,35.43,60.93,233.11,113.37,297.59,7.09,0,0
FAW,34011245,AMP PERFORMANCE NO BACK BLUE  ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34021606,AMP PERFORMANCE DLX BLACK     ,9,14,85,261,236,90,100,111,160,177,200,170
FAW,34111403,AMP SELECT BUTTERFLY          ,241.21,256.11,1396.99,1302.92,1107.34,1257.29,1686.63,6146.74,931.32,0,931.32,0
FAW,34111423,AMP LX POP BLUE               ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34111424,AMP LX PAINTBRUSH PINK        ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34111441,AMP SELECT FLAMES             ,781.3,972.71,878.96,226.58,364.28,224.62,922.91,556.67,292.99,511.75,279.31,117.19
FAW,34111555,AMP LX AVERY                  ,43.65,43.65,222.6,43.65,32.73,54.56,53.25,0,0,0,0,0
FAW,34111573,BIG KID ELITE MINDY           ,0,0,0,0,0,0,0,0,0,0,0,0
FAW,34111679,BIG KID ELITE BRAYDEN         ,0,0,0,0,0,0,0,0,0,0,0,0
